GEOID,Income,year
04000US20,24629,1984
04000US21,17680,1984
04000US22,18949,1984
04000US23,20648,1984
04000US24,29708,1984
04000US25,26959,1984
04000US26,22965,1984
04000US27,24436,1984
04000US28,15430,1984
04000US29,20775,1984
04000US30,19536,1984
04000US31,21397,1984
04000US32,25776,1984
04000US33,25914,1984
04000US34,27776,1984
04000US35,20630,1984
04000US36,22027,1984
04000US37,20569,1984
04000US38,20771,1984
04000US39,23123,1984
04000US40,21148,1984
04000US41,21399,1984
04000US42,20346,1984
04000US44,21612,1984
04000US45,20309,1984
04000US46,19409,1984
04000US47,16782,1984
04000US48,23024,1984
04000US49,23057,1984
04000US50,22578,1984
04000US51,26525,1984
04000US53,25017,1984
04000US54,16843,1984
04000US55,20743,1984
04000US56,23816,1984
04000US01,25808,1992
04000US02,41802,1992
04000US04,29358,1992
04000US05,23882,1992
04000US06,34903,1992
04000US08,32484,1992
04000US09,40841,1992
04000US10,35678,1992
04000US12,27349,1992
04000US13,28797,1992
04000US15,42113,1992
04000US16,27704,1992
04000US17,31551,1992
04000US18,28530,1992
04000US19,28743,1992
04000US20,30346,1992
04000US21,23485,1992
04000US22,25439,1992
04000US23,29617,1992
04000US24,37203,1992
04000US25,36359,1992
04000US26,32267,1992
04000US27,30981,1992
04000US28,20570,1992
04000US29,27361,1992
04000US30,26525,1992
04000US31,30048,1992
04000US32,31908,1992
04000US33,39436,1992
04000US34,39000,1992
04000US35,25860,1992
04000US36,31051,1992
04000US37,27771,1992
04000US38,26959,1992
04000US39,31404,1992
04000US40,25284,1992
04000US41,31927,1992
04000US42,29882,1992
04000US44,30432,1992
04000US45,27578,1992
04000US46,26259,1992
04000US47,24318,1992
04000US48,27953,1992
04000US49,34251,1992
04000US50,32755,1992
04000US51,38198,1992
04000US53,33900,1992
04000US54,20271,1992
04000US55,33308,1992
04000US56,30209,1992
04000US01,19132,1986
04000US02,31356,1986
04000US04,25500,1986
04000US05,18730,1986
04000US06,29010,1986
04000US08,27192,1986
04000US09,32721,1986
04000US10,25626,1986
04000US12,22849,1986
04000US13,24370,1986
04000US15,29003,1986
04000US16,20749,1986
04000US17,26511,1986
04000US18,22728,1986
04000US19,22459,1986
04000US20,23926,1986
04000US21,19874,1986
04000US22,20890,1986
04000US23,23424,1986
04000US24,30604,1986
04000US25,30339,1986
04000US26,26605,1986
04000US27,26443,1986
04000US28,16513,1986
04000US29,21925,1986
04000US30,20328,1986
04000US31,21772,1986
04000US32,26217,1986
04000US33,30548,1986
04000US34,31715,1986
04000US35,19845,1986
04000US36,25025,1986
04000US37,21861,1986
04000US38,21508,1986
04000US39,25115,1986
04000US40,20948,1986
04000US41,24773,1986
04000US42,23807,1986
04000US44,26540,1986
04000US45,21968,1986
04000US46,19898,1986
04000US47,18256,1986
04000US48,24162,1986
04000US49,26281,1986
04000US50,24599,1986
04000US51,29715,1986
04000US53,26881,1986
04000US54,16464,1986
04000US55,26430,1986
04000US56,23559,1986
04000US01,19734,1987
04000US02,33233,1987
04000US04,26749,1987
04000US05,18827,1987
04000US06,30146,1987
04000US08,26476,1987
04000US09,32862,1987
04000US10,29244,1987
04000US12,24489,1987
04000US13,26714,1987
04000US15,35022,1987
04000US16,20755,1987
04000US17,27084,1987
04000US18,22519,1987
04000US19,22190,1987
04000US20,25583,1987
04000US21,20673,1987
04000US22,21349,1987
04000US23,23600,1987
04000US24,34970,1987
04000US25,32241,1987
04000US26,27702,1987
04000US27,28082,1987
04000US28,18513,1987
04000US29,23720,1987
04000US30,20474,1987
04000US31,23268,1987
04000US32,26878,1987
04000US33,32338,1987
04000US34,34241,1987
04000US35,20758,1987
04000US36,26384,1987
04000US37,22760,1987
04000US38,22576,1987
04000US39,25773,1987
04000US40,21691,1987
04000US41,25038,1987
04000US42,25424,1987
04000US44,28292,1987
04000US45,25049,1987
04000US46,21151,1987
04000US47,21179,1987
04000US48,24721,1987
04000US49,26529,1987
04000US50,25415,1987
04000US51,29996,1987
04000US53,27319,1987
04000US54,17207,1987
04000US55,26369,1987
04000US56,27590,1987
04000US01,25082,1993
04000US02,42931,1993
04000US04,30510,1993
04000US05,23039,1993
04000US06,34073,1993
04000US08,34488,1993
04000US09,39516,1993
04000US10,36064,1993
04000US12,28550,1993
04000US13,31663,1993
04000US15,42662,1993
04000US16,31010,1993
04000US17,32857,1993
04000US18,29475,1993
04000US19,28663,1993
04000US20,29770,1993
04000US21,24376,1993
04000US22,26312,1993
04000US23,27438,1993
04000US24,39939,1993
04000US25,37064,1993
04000US26,32662,1993
04000US27,33682,1993
04000US28,22191,1993
04000US29,28682,1993
04000US30,26470,1993
04000US31,31008,1993
04000US32,35814,1993
04000US33,37964,1993
04000US34,40500,1993
04000US35,26758,1993
04000US36,31697,1993
04000US37,28820,1993
04000US38,28118,1993
04000US39,31285,1993
04000US40,26260,1993
04000US41,33138,1993
04000US42,30995,1993
04000US44,33509,1993
04000US45,26053,1993
04000US46,27737,1993
04000US47,25102,1993
04000US48,28727,1993
04000US49,35786,1993
04000US50,31065,1993
04000US51,36433,1993
04000US53,35655,1993
04000US54,22421,1993
04000US55,31766,1993
04000US56,29442,1993
